TCODE,TCODE_DESC,TCODE_URL,ABAP_PROGRAM,PACKAGE,PACKAGE_DESC,MODULE,MODULE_DESC,MODULE_URL,MODULE_TOP,MODULE_TOP_DESC,MODULE_TOP_URL,COMPONENT,COMPONENT_DESC,COMPONENT_URL
/BEV2/91000060,"Properties of Stock Ledger Groups",https://www.sap-tcodes.org/tcode//bev2/91000060.html,SAPLS_CUS_IMG_ACTIVITY,/BEV2/ED,"Excise Duty",MM-IM-ED,"Excise Duty",https://www.sap-tcodes.org/analytics/module/mm-im-ed.html,MM,"Materials Management",https://www.sap-tcodes.org/analytics/module/mm.html,EA-APPL,"SAP Enterprise Extension PLM, SCM, Financials",https://www.sap-tcodes.org/analytics/component/ea-appl.html
/BEV2/91000061,"Define Stock Ledger Groups",https://www.sap-tcodes.org/tcode//bev2/91000061.html,SAPLS_CUS_IMG_ACTIVITY,/BEV2/ED,"Excise Duty",MM-IM-ED,"Excise Duty",https://www.sap-tcodes.org/analytics/module/mm-im-ed.html,MM,"Materials Management",https://www.sap-tcodes.org/analytics/module/mm.html,EA-APPL,"SAP Enterprise Extension PLM, SCM, Financials",https://www.sap-tcodes.org/analytics/component/ea-appl.html
/BEV2/91000062,"Obsolete: Do Not Use",https://www.sap-tcodes.org/tcode//bev2/91000062.html,SAPLS_CUS_IMG_ACTIVITY,/BEV2/ED,"Excise Duty",MM-IM-ED,"Excise Duty",https://www.sap-tcodes.org/analytics/module/mm-im-ed.html,MM,"Materials Management",https://www.sap-tcodes.org/analytics/module/mm.html,EA-APPL,"SAP Enterprise Extension PLM, SCM, Financials",https://www.sap-tcodes.org/analytics/component/ea-appl.html
/BEV2/91000063,"Excise Duty - Print Control",https://www.sap-tcodes.org/tcode//bev2/91000063.html,SAPLS_CUS_IMG_ACTIVITY,/BEV2/ED,"Excise Duty",MM-IM-ED,"Excise Duty",https://www.sap-tcodes.org/analytics/module/mm-im-ed.html,MM,"Materials Management",https://www.sap-tcodes.org/analytics/module/mm.html,EA-APPL,"SAP Enterprise Extension PLM, SCM, Financials",https://www.sap-tcodes.org/analytics/component/ea-appl.html
/BEV2/91000064,"Excise Duty - Text Modules",https://www.sap-tcodes.org/tcode//bev2/91000064.html,SAPLS_CUS_IMG_ACTIVITY,/BEV2/ED,"Excise Duty",MM-IM-ED,"Excise Duty",https://www.sap-tcodes.org/analytics/module/mm-im-ed.html,MM,"Materials Management",https://www.sap-tcodes.org/analytics/module/mm.html,EA-APPL,"SAP Enterprise Extension PLM, SCM, Financials",https://www.sap-tcodes.org/analytics/component/ea-appl.html
/BEV2/91000065,"Maintain tax rates",https://www.sap-tcodes.org/tcode//bev2/91000065.html,SAPLS_CUS_IMG_ACTIVITY,/BEV2/ED,"Excise Duty",MM-IM-ED,"Excise Duty",https://www.sap-tcodes.org/analytics/module/mm-im-ed.html,MM,"Materials Management",https://www.sap-tcodes.org/analytics/module/mm.html,EA-APPL,"SAP Enterprise Extension PLM, SCM, Financials",https://www.sap-tcodes.org/analytics/component/ea-appl.html
/BEV2/91000066,"Excise Duty - Program Control",https://www.sap-tcodes.org/tcode//bev2/91000066.html,SAPLS_CUS_IMG_ACTIVITY,/BEV2/ED,"Excise Duty",MM-IM-ED,"Excise Duty",https://www.sap-tcodes.org/analytics/module/mm-im-ed.html,MM,"Materials Management",https://www.sap-tcodes.org/analytics/module/mm.html,EA-APPL,"SAP Enterprise Extension PLM, SCM, Financials",https://www.sap-tcodes.org/analytics/component/ea-appl.html
/BEV2/91000067,"ED Form Substitution (SAP Script)",https://www.sap-tcodes.org/tcode//bev2/91000067.html,SAPLS_CUS_IMG_ACTIVITY,/BEV2/ED,"Excise Duty",MM-IM-ED,"Excise Duty",https://www.sap-tcodes.org/analytics/module/mm-im-ed.html,MM,"Materials Management",https://www.sap-tcodes.org/analytics/module/mm.html,EA-APPL,"SAP Enterprise Extension PLM, SCM, Financials",https://www.sap-tcodes.org/analytics/component/ea-appl.html
/BEV2/91000068,"ED Database Access Optimization",https://www.sap-tcodes.org/tcode//bev2/91000068.html,SAPLS_CUS_IMG_ACTIVITY,/BEV2/ED,"Excise Duty",MM-IM-ED,"Excise Duty",https://www.sap-tcodes.org/analytics/module/mm-im-ed.html,MM,"Materials Management",https://www.sap-tcodes.org/analytics/module/mm.html,EA-APPL,"SAP Enterprise Extension PLM, SCM, Financials",https://www.sap-tcodes.org/analytics/component/ea-appl.html
/BEV2/91000069,"Exise Duty Error Message",https://www.sap-tcodes.org/tcode//bev2/91000069.html,SAPLS_CUS_IMG_ACTIVITY,/BEV2/ED,"Excise Duty",MM-IM-ED,"Excise Duty",https://www.sap-tcodes.org/analytics/module/mm-im-ed.html,MM,"Materials Management",https://www.sap-tcodes.org/analytics/module/mm.html,EA-APPL,"SAP Enterprise Extension PLM, SCM, Financials",https://www.sap-tcodes.org/analytics/component/ea-appl.html
